Student_ID,Previous_Score,Study_Time_Hours,Num_Revisions,Time_Gap_Days,Quiz_Score,Final_Score,Knowledge_Retention_Score,Risk_Level
877,61.57,15.63,6,3,68.79,54.88,52.73,Medium Risk
878,66.86,18.32,5,29,77.69,47.15,40.05,High Risk
879,44.75,27.92,5,6,74.8,56.3,47.92,High Risk
880,57.91,23.13,2,17,89.26,51.8,44.07,High Risk
881,84.47,2.62,7,26,100.0,47.7,43.11,High Risk
882,94.23,3.79,6,21,68.63,44.09,36.32,High Risk
883,51.48,18.93,6,8,69.13,48.9,41.48,High Risk
884,61.11,29.58,5,21,87.53,52.47,49.81,High Risk
885,69.6,0.0,4,25,83.18,44.13,33.38,High Risk
886,74.2,20.0,9,11,97.16,61.84,57.88,Medium Risk
887,57.86,19.74,7,6,82.01,57.47,55.32,Medium Risk
888,76.36,38.88,4,8,70.69,55.64,53.16,Medium Risk
889,62.89,21.15,8,10,82.09,57.56,49.2,High Risk
890,69.78,28.83,8,24,88.3,57.84,53.25,Medium Risk
891,78.19,26.41,0,29,84.85,44.05,32.09,High Risk
892,70.1,3.69,5,3,81.09,49.05,37.39,High Risk
893,63.45,32.68,6,23,87.8,57.71,49.58,High Risk
894,68.36,27.15,2,14,89.03,50.1,43.96,High Risk
895,68.67,30.08,6,23,91.59,50.58,49.47,High Risk
896,64.45,50.0,10,14,82.78,65.34,60.89,Medium Risk
897,66.12,4.16,10,10,72.99,62.45,52.83,Medium Risk
898,93.98,42.25,6,12,76.76,62.66,58.42,Medium Risk
899,78.41,22.13,10,6,89.48,60.99,61.22,Medium Risk
900,65.57,27.87,1,12,65.2,47.62,41.21,High Risk
901,80.45,24.54,6,23,79.42,47.91,40.35,High Risk
902,64.99,20.76,0,14,70.28,36.31,28.13,High Risk
903,87.6,19.3,4,2,75.34,54.67,54.75,Medium Risk
904,75.54,28.3,8,9,90.34,62.85,58.8,Medium Risk
905,68.39,9.83,6,10,77.29,46.66,40.29,High Risk
906,76.72,32.51,6,26,75.56,59.57,50.03,Medium Risk
907,46.44,20.84,10,17,58.68,46.34,37.67,High Risk
908,53.1,13.7,1,17,83.96,43.27,32.91,High Risk
909,52.09,20.5,7,3,82.75,54.13,47.96,High Risk
910,72.14,37.57,2,30,100.0,55.37,48.97,High Risk
911,95.99,19.65,7,19,71.31,57.58,56.11,Medium Risk
912,100.0,28.58,2,1,77.63,52.25,47.92,High Risk
913,79.57,17.69,9,12,77.99,61.74,54.45,Medium Risk
914,77.51,32.58,6,7,93.93,69.62,66.5,Medium Risk
915,42.98,31.86,1,4,73.86,47.91,40.89,High Risk
916,61.86,43.49,3,10,78.35,54.66,47.12,High Risk
917,58.18,23.24,10,13,82.29,61.99,56.23,Medium Risk
918,60.69,31.69,5,2,77.24,67.58,59.49,Medium Risk
919,67.48,25.98,10,10,69.64,63.71,59.23,Medium Risk
920,62.92,37.96,8,21,77.33,57.31,54.3,Medium Risk
921,40.31,17.81,4,22,87.88,45.4,37.04,High Risk
922,81.22,32.45,8,25,62.68,51.64,43.03,High Risk
923,53.91,23.05,4,4,76.6,59.04,51.31,Medium Risk
924,73.59,24.36,9,18,66.6,55.16,52.99,Medium Risk
925,100.0,25.92,7,5,89.34,64.09,59.48,Medium Risk
926,56.21,27.52,0,19,56.72,39.48,31.59,High Risk
927,32.05,23.84,6,2,68.29,53.02,47.7,High Risk
928,65.71,27.15,3,12,79.53,58.31,50.77,Medium Risk
929,86.51,40.78,4,17,93.79,64.59,58.88,Medium Risk
930,99.38,34.85,5,10,74.21,58.08,54.29,Medium Risk
931,51.56,33.69,4,2,68.34,53.11,46.78,High Risk
932,77.45,20.44,0,6,97.57,50.85,44.9,High Risk
933,63.02,16.11,8,8,57.62,57.05,44.08,High Risk
934,68.41,34.55,1,29,48.61,38.84,27.85,High Risk
935,100.0,33.76,8,19,80.28,70.97,70.81,Medium Risk
936,47.46,39.73,9,11,68.98,65.48,58.55,Medium Risk
937,73.81,18.96,1,25,62.75,46.73,35.02,High Risk
938,77.02,22.7,8,12,83.5,65.9,57.89,Medium Risk
939,86.29,8.61,5,9,77.93,56.37,45.24,High Risk
940,71.47,21.08,10,2,68.23,62.07,55.82,Medium Risk
941,74.62,34.97,8,8,59.64,58.41,53.88,Medium Risk
942,64.13,20.34,5,26,85.47,49.23,42.04,High Risk
943,74.04,31.4,5,11,82.8,60.34,56.16,Medium Risk
944,64.85,23.09,10,28,73.81,51.48,45.35,High Risk
945,79.32,28.24,1,21,97.16,55.16,45.86,High Risk
946,64.46,13.52,7,4,62.16,49.98,42.48,High Risk
947,75.66,25.85,2,10,56.69,44.76,33.52,High Risk
948,69.56,0.0,6,21,66.7,48.42,38.84,High Risk
949,86.89,23.13,4,20,74.45,58.6,55.99,Medium Risk
950,69.23,8.7,2,16,77.92,45.92,41.7,High Risk
951,43.4,37.06,0,8,72.11,41.4,34.84,High Risk
952,88.93,32.77,7,4,79.22,68.82,67.1,Medium Risk
953,56.41,29.67,2,29,59.98,44.08,34.76,High Risk
954,60.19,40.21,1,10,92.33,54.95,50.3,Medium Risk
955,61.07,15.51,0,12,74.01,47.06,37.07,High Risk
956,90.62,42.47,3,29,88.41,54.43,49.35,High Risk
957,37.96,34.32,7,14,79.11,61.47,56.2,Medium Risk
958,100.0,22.63,2,16,80.48,56.26,50.02,Medium Risk
959,85.84,36.36,0,22,81.84,52.01,40.68,High Risk
960,73.35,13.94,3,18,80.37,48.61,43.21,High Risk
961,69.18,16.75,8,21,82.71,62.13,52.14,Medium Risk
962,74.28,18.91,0,22,90.95,46.57,39.7,High Risk
963,77.82,19.71,10,21,77.36,56.16,53.55,Medium Risk
964,79.68,14.43,1,12,83.51,49.1,41.91,High Risk
965,78.33,37.23,8,18,73.92,62.53,50.06,Medium Risk
966,71.34,22.41,1,30,92.28,47.12,36.66,High Risk
967,67.04,28.53,2,7,66.88,54.8,47.0,High Risk
968,67.73,19.3,6,20,96.61,56.48,48.61,High Risk
969,67.08,6.79,2,24,74.52,41.25,33.49,High Risk
970,87.01,27.7,8,23,57.83,52.15,44.37,High Risk
971,78.9,5.88,5,7,76.54,50.77,43.46,High Risk
972,25.89,24.31,2,9,66.83,49.7,37.61,High Risk
973,79.84,11.32,8,1,85.09,62.69,58.63,Medium Risk
974,72.92,44.87,0,26,67.17,45.34,37.63,High Risk
975,69.72,34.11,9,6,69.65,64.99,64.15,Medium Risk
976,64.17,26.06,2,6,52.33,44.69,35.51,High Risk
977,86.86,37.64,0,22,69.57,47.52,38.66,High Risk
978,84.21,16.54,1,29,45.91,21.66,10.08,High Risk
979,58.41,30.43,7,12,55.99,50.81,42.38,High Risk
980,76.11,27.0,6,22,84.12,61.11,55.8,Medium Risk
981,55.43,27.64,1,12,84.43,44.11,32.61,High Risk
982,49.31,37.72,1,10,80.11,51.0,40.72,High Risk
983,60.6,32.32,8,23,63.4,53.6,46.76,High Risk
984,82.94,27.89,5,30,74.43,39.0,31.35,High Risk
985,84.3,8.45,4,26,74.96,40.88,33.17,High Risk
986,77.7,15.4,9,6,61.1,64.51,56.23,Medium Risk
987,80.88,23.77,5,17,93.04,66.58,62.81,Medium Risk
988,77.74,25.93,8,19,85.53,63.92,55.53,Medium Risk
989,60.38,13.7,10,18,72.35,49.5,40.63,High Risk
990,76.48,49.12,6,6,75.32,64.5,58.74,Medium Risk
991,82.01,40.16,9,24,77.5,64.23,57.94,Medium Risk
992,81.31,31.02,9,19,50.5,52.93,49.23,High Risk
993,87.83,25.72,8,10,72.03,69.22,65.75,Medium Risk
994,80.62,22.88,3,24,66.82,47.67,42.67,High Risk
995,75.27,15.48,1,8,62.98,45.88,38.06,High Risk
996,86.05,25.77,7,21,71.63,55.15,47.33,High Risk
997,69.6,27.58,3,24,96.57,63.15,61.5,Medium Risk
998,56.77,12.58,8,6,82.69,59.78,53.33,Medium Risk
999,67.55,28.34,3,21,68.15,41.76,35.95,High Risk
1000,58.83,23.45,7,25,81.87,52.35,42.58,High Risk
